time_s,radius_cm
7320.0,1.6226
7380.0,1.6214
7440.0,1.6202
7500.0,1.619
7560.0,1.6178
7620.0,1.6166
7680.0,1.6153999999999997
7740.0,1.6142
7800.0,1.6129999999999998
7860.0,1.6118000000000001
7920.0,1.6105999999999998
7980.0,1.6094000000000002
8040.0,1.6081999999999999
8100.0,1.6070000000000002
8160.0,1.6058
8220.0,1.6046
8280.0,1.6034
8340.0,1.6022
8400.0,1.601
8460.0,1.5997999999999999
8520.0,1.5986
8580.0,1.5974
8640.0,1.5962
8700.0,1.595
8760.0,1.5937999999999997
8820.0,1.5926
8880.0,1.5913999999999997
8940.0,1.5901999999999998
9000.0,1.5890000000000002
9060.0,1.5877666666666665
9120.0,1.5865333333333331
9180.0,1.5853
9240.0,1.5840666666666665
9300.0,1.5828333333333333
9360.0,1.5816000000000001
9420.0,1.5803666666666667
9480.0,1.5791333333333335
9540.0,1.5779
9600.0,1.5766666666666664
9660.0,1.5754333333333332
9720.0,1.5741999999999998
9780.0,1.5729666666666666
9840.0,1.5717333333333334
9900.0,1.5705
9960.0,1.5692666666666668
10020.0,1.5680333333333334
10080.0,1.5668000000000002
10140.0,1.5655666666666668
10200.0,1.5643333333333331
10260.0,1.5631
10320.0,1.5618666666666667
10380.0,1.5606333333333333
10440.0,1.5594000000000001
10500.0,1.5581666666666667
10560.0,1.5569333333333333
10620.0,1.5557
10680.0,1.5544666666666667
10740.0,1.5532333333333335
10800.0,1.552
10860.0,1.5506
10920.0,1.5492000000000001
10980.0,1.5478
11040.0,1.5464
11100.0,1.545
11160.0,1.5436
11220.0,1.5422
11280.0,1.5408
11340.0,1.5394
11400.0,1.538
11460.0,1.5366
11520.0,1.5352000000000001
11580.0,1.5338
11640.0,1.5324
11700.0,1.5310000000000001
11760.0,1.5296
11820.0,1.5282
11880.0,1.5268
11940.0,1.5254
12000.0,1.524
12060.0,1.5226
12120.0,1.5212
12180.0,1.5198
12240.0,1.5184
12300.0,1.517
12360.0,1.5156
12420.0,1.5142
12480.0,1.5128
12540.0,1.5114
12600.0,1.51
12660.0,1.5089
12720.0,1.5078
12780.0,1.5067
12840.0,1.5056
12900.0,1.5045
12960.0,1.5034
13020.0,1.5023
13080.0,1.5012
13140.0,1.5001
13200.0,1.499
13260.0,1.4979
13320.0,1.4968000000000001
13380.0,1.4957
13440.0,1.4946000000000002
13500.0,1.4935
13560.0,1.4924
13620.0,1.4913
13680.0,1.4902
13740.0,1.4891
13800.0,1.488
13860.0,1.4869
13920.0,1.4858
13980.0,1.4847000000000001
14040.0,1.4836
14100.0,1.4825000000000002
14160.0,1.4814
14220.0,1.4803000000000002
14280.0,1.4792
14340.0,1.4781000000000002
14400.0,1.477
14460.0,1.476
14520.0,1.475
14580.0,1.4740000000000002
14640.0,1.473
14700.0,1.472
14760.0,1.471
14820.0,1.4700000000000002
14880.0,1.469
14940.0,1.468
15000.0,1.467
15060.0,1.4660000000000002
15120.0,1.465
15180.0,1.464
15240.0,1.463
15300.0,1.4620000000000002
15360.0,1.461
15420.0,1.46
15480.0,1.459
15540.0,1.4580000000000002
15600.0,1.457
15660.0,1.456
15720.0,1.455
15780.0,1.4540000000000002
15840.0,1.453
15900.0,1.452
15960.0,1.451
16020.0,1.4500000000000002
16080.0,1.449
16140.0,1.448
16200.0,1.447
16260.0,1.4462333333333335
16320.0,1.4454666666666667
16380.0,1.4447
16440.0,1.4439333333333333
16500.0,1.4431666666666667
16560.0,1.4424000000000001
16620.0,1.4416333333333333
16680.0,1.4408666666666667
16740.0,1.4401
16800.0,1.4393333333333334
16860.0,1.4385666666666668
16920.0,1.4378
16980.0,1.4370333333333334
17040.0,1.4362666666666666
17100.0,1.4355
17160.0,1.4347333333333334
17220.0,1.4339666666666666
17280.0,1.4332
17340.0,1.4324333333333332
17400.0,1.4316666666666666
17460.0,1.4309
17520.0,1.4301333333333333
17580.0,1.4293666666666667
17640.0,1.4285999999999999
17700.0,1.4278333333333333
17760.0,1.4270666666666667
17820.0,1.4263
17880.0,1.4255333333333333
17940.0,1.4247666666666665
18000.0,1.424
18060.0,1.4231
18120.0,1.4222
18180.0,1.4213
18240.0,1.4203999999999999
18300.0,1.4195
18360.0,1.4185999999999999
18420.0,1.4177
18480.0,1.4168
18540.0,1.4159
18600.0,1.415
18660.0,1.4141
18720.0,1.4132
18780.0,1.4122999999999999
18840.0,1.4114
18900.0,1.4104999999999999
18960.0,1.4096
19020.0,1.4087
19080.0,1.4078
19140.0,1.4069
19200.0,1.406
19260.0,1.4051
19320.0,1.4042
19380.0,1.4033
19440.0,1.4024
19500.0,1.4015
19560.0,1.4006
19620.0,1.3997
19680.0,1.3988
19740.0,1.3979
19800.0,1.397
19860.0,1.3962333333333334
19920.0,1.3954666666666666
19980.0,1.3947
20040.0,1.3939333333333335
20100.0,1.3931666666666667
20160.0,1.3924
20220.0,1.3916333333333333
20280.0,1.3908666666666667
20340.0,1.3901000000000001
20400.0,1.3893333333333333
20460.0,1.3885666666666667
20520.0,1.3878000000000001
20580.0,1.3870333333333333
20640.0,1.3862666666666668
20700.0,1.3855
20760.0,1.3847333333333334
20820.0,1.3839666666666668
20880.0,1.3832
20940.0,1.3824333333333334
21000.0,1.3816666666666668
21060.0,1.3809
21120.0,1.3801333333333334
21180.0,1.3793666666666669
21240.0,1.3786
21300.0,1.3778333333333335
21360.0,1.3770666666666667
21420.0,1.3763
21480.0,1.3755333333333335
21540.0,1.3747666666666667
21600.0,1.374
21660.0,1.3734000000000002
21720.0,1.3728
21780.0,1.3722
21840.0,1.3716000000000002
21900.0,1.371
21960.0,1.3704
22020.0,1.3698000000000001
22080.0,1.3692000000000002
22140.0,1.3686
22200.0,1.368
22260.0,1.3674000000000002
22320.0,1.3668
22380.0,1.3662
22440.0,1.3656000000000001
22500.0,1.3650000000000002
22560.0,1.3644
22620.0,1.3638000000000001
22680.0,1.3632000000000002
22740.0,1.3626
22800.0,1.362
22860.0,1.3614000000000002
22920.0,1.3608
22980.0,1.3602
23040.0,1.3596000000000001
23100.0,1.359
23160.0,1.3584
23220.0,1.3578000000000001
23280.0,1.3572000000000002
23340.0,1.3566
23400.0,1.356
23460.0,1.3553666666666668
23520.0,1.3547333333333333
23580.0,1.3541
23640.0,1.3534666666666668
23700.0,1.3528333333333333
23760.0,1.3522
23820.0,1.3515666666666668
23880.0,1.3509333333333333
23940.0,1.3503
24000.0,1.3496666666666668
24060.0,1.3490333333333333
24120.0,1.3484
24180.0,1.3477666666666668
24240.0,1.3471333333333333
24300.0,1.3465
24360.0,1.3458666666666668
24420.0,1.3452333333333333
24480.0,1.3446
24540.0,1.3439666666666668
24600.0,1.3433333333333333
24660.0,1.3427
24720.0,1.3420666666666667
24780.0,1.3414333333333333
24840.0,1.3408
24900.0,1.3401666666666667
24960.0,1.3395333333333332
25020.0,1.3389
25080.0,1.3382666666666667
25140.0,1.3376333333333332
25200.0,1.337
25260.0,1.3364666666666667
25320.0,1.3359333333333332
25380.0,1.3354
25440.0,1.3348666666666666
25500.0,1.3343333333333334
25560.0,1.3337999999999999
25620.0,1.3332666666666666
25680.0,1.3327333333333333
25740.0,1.3322
25800.0,1.3316666666666666
25860.0,1.3311333333333333
25920.0,1.3306
25980.0,1.3300666666666667
26040.0,1.3295333333333332
26100.0,1.329
26160.0,1.3284666666666667
26220.0,1.3279333333333332
26280.0,1.3274
26340.0,1.3268666666666666
26400.0,1.3263333333333334
26460.0,1.3257999999999999
26520.0,1.3252666666666666
26580.0,1.3247333333333333
26640.0,1.3242
26700.0,1.3236666666666665
26760.0,1.3231333333333333
26820.0,1.3226
26880.0,1.3220666666666667
26940.0,1.3215333333333332
27000.0,1.321
27060.0,1.3206666666666667
27120.0,1.3203333333333334
27180.0,1.3199999999999998
27240.0,1.3196666666666665
27300.0,1.3193333333333332
27360.0,1.319
27420.0,1.3186666666666667
27480.0,1.3183333333333334
27540.0,1.3179999999999998
27600.0,1.3176666666666665
27660.0,1.3173333333333332
27720.0,1.317
27780.0,1.3166666666666667
27840.0,1.3163333333333334
27900.0,1.3159999999999998
27960.0,1.3156666666666665
28020.0,1.3153333333333332
28080.0,1.315
28140.0,1.3146666666666667
28200.0,1.3143333333333334
28260.0,1.3139999999999998
28320.0,1.3136666666666665
28380.0,1.3133333333333332
28440.0,1.313
28500.0,1.3126666666666666
28560.0,1.3123333333333334
28620.0,1.3119999999999998
28680.0,1.3116666666666665
28740.0,1.3113333333333332
28800.0,1.311
28860.0,1.3106
28920.0,1.3102
28980.0,1.3097999999999999
29040.0,1.3094
29100.0,1.309
29160.0,1.3086
29220.0,1.3082
29280.0,1.3077999999999999
29340.0,1.3074
29400.0,1.307
29460.0,1.3066
29520.0,1.3062
29580.0,1.3057999999999998
29640.0,1.3054
29700.0,1.305
29760.0,1.3046
29820.0,1.3042
29880.0,1.3037999999999998
29940.0,1.3034
30000.0,1.303
30060.0,1.3026
30120.0,1.3022
30180.0,1.3017999999999998
30240.0,1.3014
30300.0,1.301
30360.0,1.3006
30420.0,1.3002
30480.0,1.2997999999999998
30540.0,1.2993999999999999
30600.0,1.299
30660.0,1.2987333333333333
30720.0,1.2984666666666667
30780.0,1.2982
30840.0,1.2979333333333332
30900.0,1.2976666666666665
30960.0,1.2973999999999999
31020.0,1.2971333333333332
31080.0,1.2968666666666666
31140.0,1.2966
31200.0,1.2963333333333333
31260.0,1.2960666666666667
31320.0,1.2957999999999998
31380.0,1.2955333333333332
31440.0,1.2952666666666666
31500.0,1.295
31560.0,1.2947333333333333
31620.0,1.2944666666666667
31680.0,1.2942
31740.0,1.2939333333333332
31800.0,1.2936666666666665
31860.0,1.2933999999999999
31920.0,1.2931333333333332
31980.0,1.2928666666666666
32040.0,1.2926
32100.0,1.2923333333333333
32160.0,1.2920666666666667
32220.0,1.2917999999999998
32280.0,1.2915333333333332
32340.0,1.2912666666666666
32400.0,1.291
32460.0,1.2906666666666666
32520.0,1.2903333333333333
32580.0,1.29
32640.0,1.2896666666666665
32700.0,1.2893333333333332
32760.0,1.289
32820.0,1.2886666666666666
32880.0,1.2883333333333333
32940.0,1.2879999999999998
33000.0,1.2876666666666665
33060.0,1.2873333333333332
33120.0,1.287
33180.0,1.2866666666666666
33240.0,1.2863333333333333
33300.0,1.286
33360.0,1.2856666666666665
33420.0,1.2853333333333332
33480.0,1.285
33540.0,1.2846666666666666
33600.0,1.2843333333333333
33660.0,1.2839999999999998
33720.0,1.2836666666666665
33780.0,1.2833333333333332
33840.0,1.283
33900.0,1.2826666666666666
33960.0,1.2823333333333333
34020.0,1.282
34080.0,1.2816666666666665
34140.0,1.2813333333333332
34200.0,1.281
34260.0,1.2807333333333333
34320.0,1.2804666666666666
34380.0,1.2802
34440.0,1.2799333333333331
34500.0,1.2796666666666665
34560.0,1.2793999999999999
34620.0,1.2791333333333332
34680.0,1.2788666666666666
34740.0,1.2786
34800.0,1.2783333333333333
34860.0,1.2780666666666667
34920.0,1.2777999999999998
34980.0,1.2775333333333332
35040.0,1.2772666666666666
35100.0,1.277
35160.0,1.2767333333333333
35220.0,1.2764666666666666
35280.0,1.2762
35340.0,1.2759333333333331
35400.0,1.2756666666666665
35460.0,1.2753999999999999
35520.0,1.2751333333333332
35580.0,1.2748666666666666
35640.0,1.2746
35700.0,1.2743333333333333
35760.0,1.2740666666666667
35820.0,1.2737999999999998
35880.0,1.2735333333333332
35940.0,1.2732666666666665
36000.0,1.273
36060.0,1.2727666666666666
36120.0,1.2725333333333333
36180.0,1.2723
36240.0,1.2720666666666667
36300.0,1.2718333333333334
36360.0,1.2715999999999998
36420.0,1.2713666666666665
36480.0,1.2711333333333332
36540.0,1.2709
36600.0,1.2706666666666666
36660.0,1.2704333333333333
36720.0,1.2702
36780.0,1.2699666666666667
36840.0,1.2697333333333334
36900.0,1.2695
36960.0,1.2692666666666665
37020.0,1.2690333333333332
37080.0,1.2688
37140.0,1.2685666666666666
37200.0,1.2683333333333333
37260.0,1.2681
37320.0,1.2678666666666667
37380.0,1.2676333333333334
37440.0,1.2674
37500.0,1.2671666666666668
37560.0,1.2669333333333332
37620.0,1.2667
37680.0,1.2664666666666666
37740.0,1.2662333333333333
37800.0,1.266
37860.0,1.2658
37920.0,1.2656
37980.0,1.2654
38040.0,1.2652
38100.0,1.2650000000000001
38160.0,1.2648
38220.0,1.2646
38280.0,1.2644
38340.0,1.2642
38400.0,1.264
38460.0,1.2638
38520.0,1.2636
38580.0,1.2634
38640.0,1.2632
38700.0,1.263
38760.0,1.2628
38820.0,1.2626
38880.0,1.2624
38940.0,1.2622
39000.0,1.262
39060.0,1.2618
39120.0,1.2616
39180.0,1.2614
39240.0,1.2612
39300.0,1.2610000000000001
39360.0,1.2608
39420.0,1.2606
39480.0,1.2604
39540.0,1.2602
39600.0,1.26
39660.0,1.2597666666666667
39720.0,1.2595333333333334
39780.0,1.2593
39840.0,1.2590666666666666
39900.0,1.2588333333333332
39960.0,1.2586
40020.0,1.2583666666666666
40080.0,1.2581333333333333
40140.0,1.2579
40200.0,1.2576666666666667
40260.0,1.2574333333333334
40320.0,1.2571999999999999
40380.0,1.2569666666666666
40440.0,1.2567333333333333
40500.0,1.2565
40560.0,1.2562666666666666
40620.0,1.2560333333333333
40680.0,1.2558
40740.0,1.2555666666666665
40800.0,1.2553333333333332
40860.0,1.2550999999999999
40920.0,1.2548666666666666
40980.0,1.2546333333333333
41040.0,1.2544
41100.0,1.2541666666666667
41160.0,1.2539333333333333
41220.0,1.2536999999999998
41280.0,1.2534666666666665
41340.0,1.2532333333333332
41400.0,1.253
41460.0,1.2528333333333332
41520.0,1.2526666666666666
41580.0,1.2525
41640.0,1.2523333333333333
41700.0,1.2521666666666667
41760.0,1.252
41820.0,1.2518333333333334
41880.0,1.2516666666666665
41940.0,1.2514999999999998
42000.0,1.2513333333333332
42060.0,1.2511666666666665
42120.0,1.251
42180.0,1.2508333333333332
42240.0,1.2506666666666666
42300.0,1.2505
42360.0,1.2503333333333333
42420.0,1.2501666666666666
42480.0,1.25
42540.0,1.2498333333333334
42600.0,1.2496666666666667
42660.0,1.2495
42720.0,1.2493333333333334
42780.0,1.2491666666666665
42840.0,1.2489999999999999
42900.0,1.2488333333333332
42960.0,1.2486666666666666
43020.0,1.2485
43080.0,1.2483333333333333
43140.0,1.2481666666666666
43200.0,1.248
43260.0,1.2478666666666667
43320.0,1.2477333333333334
43380.0,1.2476
43440.0,1.2474666666666667
43500.0,1.2473333333333334
43560.0,1.2472
43620.0,1.2470666666666668
43680.0,1.2469333333333332
43740.0,1.2468
43800.0,1.2466666666666666
43860.0,1.2465333333333333
43920.0,1.2464
43980.0,1.2462666666666666
44040.0,1.2461333333333333
44100.0,1.246
44160.0,1.2458666666666667
44220.0,1.2457333333333334
44280.0,1.2456
44340.0,1.2454666666666667
44400.0,1.2453333333333334
44460.0,1.2452
44520.0,1.2450666666666668
44580.0,1.2449333333333332
44640.0,1.2448
44700.0,1.2446666666666666
44760.0,1.2445333333333333
44820.0,1.2444
44880.0,1.2442666666666666
44940.0,1.2441333333333333
45000.0,1.244
45060.0,1.2438666666666667
45120.0,1.2437333333333334
45180.0,1.2436
45240.0,1.2434666666666667
45300.0,1.2433333333333334
45360.0,1.2432
45420.0,1.2430666666666668
45480.0,1.2429333333333332
45540.0,1.2428
45600.0,1.2426666666666666
45660.0,1.2425333333333333
45720.0,1.2424
45780.0,1.2422666666666666
45840.0,1.2421333333333333
45900.0,1.242
45960.0,1.2418666666666667
46020.0,1.2417333333333334
46080.0,1.2416
46140.0,1.2414666666666667
46200.0,1.2413333333333334
46260.0,1.2412
46320.0,1.2410666666666668
46380.0,1.2409333333333332
46440.0,1.2408
46500.0,1.2406666666666666
46560.0,1.2405333333333333
46620.0,1.2404
46680.0,1.2402666666666666
46740.0,1.2401333333333333
46800.0,1.24
46860.0,1.2398666666666667
46920.0,1.2397333333333334
46980.0,1.2396
47040.0,1.2394666666666667
47100.0,1.2393333333333334
47160.0,1.2392
47220.0,1.2390666666666668
47280.0,1.2389333333333332
47340.0,1.2388
47400.0,1.2386666666666666
47460.0,1.2385333333333333
47520.0,1.2384
47580.0,1.2382666666666666
47640.0,1.2381333333333333
47700.0,1.238
47760.0,1.2378666666666667
47820.0,1.2377333333333334
47880.0,1.2376
47940.0,1.2374666666666667
48000.0,1.2373333333333334
48060.0,1.2372
48120.0,1.2370666666666668
48180.0,1.2369333333333332
48240.0,1.2368
48300.0,1.2366666666666666
48360.0,1.2365333333333333
48420.0,1.2364
48480.0,1.2362666666666666
48540.0,1.2361333333333333
48600.0,1.236
48660.0,1.2359
48720.0,1.2358
48780.0,1.2357
48840.0,1.2356
48900.0,1.2355
48960.0,1.2354
49020.0,1.2353
49080.0,1.2352
49140.0,1.2351
49200.0,1.235
49260.0,1.2349
49320.0,1.2348000000000001
49380.0,1.2347000000000001
49440.0,1.2346000000000001
49500.0,1.2345000000000002
49560.0,1.2344
49620.0,1.2343
49680.0,1.2342
49740.0,1.2341
49800.0,1.234
49860.0,1.2339
49920.0,1.2338
49980.0,1.2337
50040.0,1.2336
50100.0,1.2335
50160.0,1.2334
50220.0,1.2333
50280.0,1.2332
50340.0,1.2331
50400.0,1.233
50460.0,1.2328666666666668
50520.0,1.2327333333333335
50580.0,1.2326000000000001
50640.0,1.2324666666666668
50700.0,1.2323333333333335
50760.0,1.2322000000000002
50820.0,1.2320666666666669
50880.0,1.2319333333333333
50940.0,1.2318
51000.0,1.2316666666666667
51060.0,1.2315333333333334
51120.0,1.2314
51180.0,1.2312666666666667
51240.0,1.2311333333333334
51300.0,1.231
51360.0,1.2308666666666668
51420.0,1.2307333333333335
51480.0,1.2306000000000001
51540.0,1.2304666666666668
51600.0,1.2303333333333335
51660.0,1.2302000000000002
51720.0,1.2300666666666669
51780.0,1.2299333333333333
51840.0,1.2298
51900.0,1.2296666666666667
51960.0,1.2295333333333334
52020.0,1.2294
52080.0,1.2292666666666667
52140.0,1.2291333333333334
52200.0,1.229
52260.0,1.2289
52320.0,1.2288000000000001
52380.0,1.2287000000000001
52440.0,1.2286000000000001
52500.0,1.2285000000000001
52560.0,1.2284000000000002
52620.0,1.2283000000000002
52680.0,1.2282
52740.0,1.2281
52800.0,1.228
52860.0,1.2279
52920.0,1.2278
52980.0,1.2277
53040.0,1.2276
53100.0,1.2275
53160.0,1.2274
53220.0,1.2273
53280.0,1.2272
53340.0,1.2271
53400.0,1.227
53460.0,1.2269
53520.0,1.2268000000000001
53580.0,1.2267
53640.0,1.2266
53700.0,1.2265
53760.0,1.2264
53820.0,1.2263
53880.0,1.2262
53940.0,1.2261
54000.0,1.226
54060.0,1.2259
54120.0,1.2258
54180.0,1.2257
54240.0,1.2256
54300.0,1.2255
54360.0,1.2254
54420.0,1.2253
54480.0,1.2252
54540.0,1.2251
54600.0,1.225
54660.0,1.2249
54720.0,1.2248
54780.0,1.2247000000000001
54840.0,1.2246000000000001
54900.0,1.2245
54960.0,1.2244
55020.0,1.2243
55080.0,1.2242
55140.0,1.2241
55200.0,1.224
55260.0,1.2239
55320.0,1.2238
55380.0,1.2237
55440.0,1.2236
55500.0,1.2235
55560.0,1.2234
55620.0,1.2233
55680.0,1.2232
55740.0,1.2231
55800.0,1.223
55860.0,1.2229333333333334
55920.0,1.2228666666666668
55980.0,1.2228
56040.0,1.2227333333333334
56100.0,1.2226666666666668
56160.0,1.2226000000000001
56220.0,1.2225333333333335
56280.0,1.2224666666666668
56340.0,1.2224000000000002
56400.0,1.2223333333333335
56460.0,1.2222666666666668
56520.0,1.2222000000000002
56580.0,1.2221333333333335
56640.0,1.2220666666666669
56700.0,1.222
56760.0,1.2219333333333333
56820.0,1.2218666666666667
56880.0,1.2218
56940.0,1.2217333333333333
57000.0,1.2216666666666667
57060.0,1.2216
57120.0,1.2215333333333334
57180.0,1.2214666666666667
57240.0,1.2214
57300.0,1.2213333333333334
57360.0,1.2212666666666667
57420.0,1.2212
57480.0,1.2211333333333334
57540.0,1.2210666666666667
57600.0,1.221
57660.0,1.2209333333333334
57720.0,1.2208666666666668
57780.0,1.2208
57840.0,1.2207333333333334
57900.0,1.2206666666666668
57960.0,1.2206000000000001
58020.0,1.2205333333333335
58080.0,1.2204666666666668
58140.0,1.2204000000000002
58200.0,1.2203333333333335
58260.0,1.2202666666666668
58320.0,1.2202000000000002
58380.0,1.2201333333333335
58440.0,1.2200666666666669
58500.0,1.2200000000000002
58560.0,1.2199333333333333
58620.0,1.2198666666666667
58680.0,1.2198
58740.0,1.2197333333333333
58800.0,1.2196666666666667
58860.0,1.2196
58920.0,1.2195333333333334
58980.0,1.2194666666666667
59040.0,1.2194
59100.0,1.2193333333333334
59160.0,1.2192666666666667
59220.0,1.2192
59280.0,1.2191333333333334
59340.0,1.2190666666666667
59400.0,1.219
59460.0,1.2189666666666668
59520.0,1.2189333333333334
59580.0,1.2189
59640.0,1.2188666666666668
59700.0,1.2188333333333334
59760.0,1.2188
59820.0,1.2187666666666668
59880.0,1.2187333333333334
59940.0,1.2187000000000001
60000.0,1.2186666666666668
60060.0,1.2186333333333335
60120.0,1.2186000000000001
60180.0,1.2185666666666668
60240.0,1.2185333333333335
60300.0,1.2185000000000001
60360.0,1.2184666666666666
60420.0,1.2184333333333333
60480.0,1.2184
60540.0,1.2183666666666666
60600.0,1.2183333333333333
60660.0,1.2183
60720.0,1.2182666666666666
60780.0,1.2182333333333333
60840.0,1.2182
60900.0,1.2181666666666666
60960.0,1.2181333333333333
61020.0,1.2181
61080.0,1.2180666666666666
61140.0,1.2180333333333333
61200.0,1.218
61260.0,1.2179333333333333
61320.0,1.2178666666666667
61380.0,1.2178
61440.0,1.2177333333333333
61500.0,1.2176666666666667
61560.0,1.2176
61620.0,1.2175333333333334
61680.0,1.2174666666666667
61740.0,1.2174
61800.0,1.2173333333333334
61860.0,1.2172666666666667
61920.0,1.2172
61980.0,1.2171333333333334
62040.0,1.2170666666666667
62100.0,1.217
62160.0,1.2169333333333332
62220.0,1.2168666666666665
62280.0,1.2167999999999999
62340.0,1.2167333333333332
62400.0,1.2166666666666666
62460.0,1.2166
62520.0,1.2165333333333332
62580.0,1.2164666666666666
62640.0,1.2164
62700.0,1.2163333333333333
62760.0,1.2162666666666666
62820.0,1.2162
62880.0,1.2161333333333333
62940.0,1.2160666666666666
63000.0,1.216
63060.0,1.2159333333333333
63120.0,1.2158666666666667
63180.0,1.2158
63240.0,1.2157333333333333
63300.0,1.2156666666666667
63360.0,1.2156
63420.0,1.2155333333333334
63480.0,1.2154666666666667
63540.0,1.2154
63600.0,1.2153333333333334
63660.0,1.2152666666666667
63720.0,1.2152
63780.0,1.2151333333333334
63840.0,1.2150666666666667
63900.0,1.2149999999999999
63960.0,1.2149333333333332
64020.0,1.2148666666666665
64080.0,1.2147999999999999
64140.0,1.2147333333333332
64200.0,1.2146666666666666
64260.0,1.2146
64320.0,1.2145333333333332
64380.0,1.2144666666666666
64440.0,1.2144
64500.0,1.2143333333333333
64560.0,1.2142666666666666
64620.0,1.2142
64680.0,1.2141333333333333
64740.0,1.2140666666666666
64800.0,1.214
64860.0,1.2139666666666666
64920.0,1.2139333333333333
64980.0,1.2139
65040.0,1.2138666666666666
65100.0,1.2138333333333333
65160.0,1.2138
65220.0,1.2137666666666667
65280.0,1.2137333333333333
65340.0,1.2137
65400.0,1.2136666666666667
65460.0,1.2136333333333333
65520.0,1.2136
65580.0,1.2135666666666667
65640.0,1.2135333333333334
65700.0,1.2135
65760.0,1.2134666666666667
65820.0,1.2134333333333334
65880.0,1.2134
65940.0,1.2133666666666667
66000.0,1.2133333333333334
66060.0,1.2133
66120.0,1.2132666666666667
66180.0,1.2132333333333334
66240.0,1.2132
66300.0,1.2131666666666667
66360.0,1.2131333333333334
66420.0,1.2131
66480.0,1.2130666666666667
66540.0,1.2130333333333334
66600.0,1.213
66660.0,1.2129666666666667
66720.0,1.2129333333333334
66780.0,1.2129
66840.0,1.2128666666666668
66900.0,1.2128333333333334
66960.0,1.2128
67020.0,1.2127666666666668
67080.0,1.2127333333333334
67140.0,1.2127000000000001
67200.0,1.2126666666666668
67260.0,1.2126333333333335
67320.0,1.2126000000000001
67380.0,1.2125666666666668
67440.0,1.2125333333333335
67500.0,1.2125
67560.0,1.2124666666666666
67620.0,1.2124333333333333
67680.0,1.2124
67740.0,1.2123666666666666
67800.0,1.2123333333333333
67860.0,1.2123
67920.0,1.2122666666666666
67980.0,1.2122333333333333
68040.0,1.2122
68100.0,1.2121666666666666
68160.0,1.2121333333333333
68220.0,1.2121
68280.0,1.2120666666666666
68340.0,1.2120333333333333
68400.0,1.212
68460.0,1.2119666666666666
68520.0,1.2119333333333333
68580.0,1.2119
68640.0,1.2118666666666666
68700.0,1.2118333333333333
68760.0,1.2118
